
============= <ETM> =============
List available days: 27
[0, 1, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
List jam level: 4
[4, 2, 1, 3]
List areas: 3
Area{ID=Area0, roomList=[Room{ID=Room0, area=Area0, numSlots=124, busyTimeList=[TimeUnit{12, 2}, TimeUnit{28, 2}, TimeUnit{23, 2}, TimeUnit{2, 1}, TimeUnit{9, 2}]}, Room{ID=Room3, area=Area0, numSlots=77, busyTimeList=[TimeUnit{16, 0}, TimeUnit{26, 2}, TimeUnit{26, 3}]}, Room{ID=Room6, area=Area0, numSlots=112, busyTimeList=[TimeUnit{7, 0}, TimeUnit{9, 0}, TimeUnit{10, 2}]}]}
Area{ID=Area2, roomList=[Room{ID=Room2, area=Area2, numSlots=86, busyTimeList=[TimeUnit{13, 3}, TimeUnit{14, 1}, TimeUnit{9, 1}, TimeUnit{27, 3}]}, Room{ID=Room5, area=Area2, numSlots=97, busyTimeList=[TimeUnit{6, 3}, TimeUnit{19, 2}, TimeUnit{14, 2}, TimeUnit{20, 1}, TimeUnit{25, 3}]}, Room{ID=Room8, area=Area2, numSlots=89, busyTimeList=[TimeUnit{6, 3}, TimeUnit{24, 2}, TimeUnit{10, 2}, TimeUnit{10, 3}]}]}
Area{ID=Area1, roomList=[Room{ID=Room1, area=Area1, numSlots=143, busyTimeList=[TimeUnit{2, 1}, TimeUnit{25, 0}, TimeUnit{10, 3}, TimeUnit{11, 3}]}, Room{ID=Room4, area=Area1, numSlots=132, busyTimeList=[TimeUnit{14, 1}, TimeUnit{19, 3}, TimeUnit{26, 0}, TimeUnit{9, 3}]}, Room{ID=Room7, area=Area1, numSlots=148, busyTimeList=[TimeUnit{12, 2}, TimeUnit{29, 1}, TimeUnit{5, 0}]}]}

List courses: 30
Course{ID=Course0, difficult=1}
Course{ID=Course17, difficult=2}
Course{ID=Course16, difficult=1}
Course{ID=Course2, difficult=1}
Course{ID=Course19, difficult=1}
Course{ID=Course1, difficult=2}
Course{ID=Course18, difficult=3}
Course{ID=Course4, difficult=2}
Course{ID=Course3, difficult=1}
Course{ID=Course6, difficult=2}
Course{ID=Course5, difficult=3}
Course{ID=Course8, difficult=3}
Course{ID=Course7, difficult=1}
Course{ID=Course9, difficult=3}
Course{ID=Course24, difficult=2}
Course{ID=Course23, difficult=2}
Course{ID=Course26, difficult=3}
Course{ID=Course25, difficult=1}
Course{ID=Course20, difficult=1}
Course{ID=Course22, difficult=3}
Course{ID=Course21, difficult=3}
Course{ID=Course28, difficult=3}
Course{ID=Course27, difficult=1}
Course{ID=Course29, difficult=2}
Course{ID=Course13, difficult=1}
Course{ID=Course12, difficult=3}
Course{ID=Course15, difficult=3}
Course{ID=Course14, difficult=1}
Course{ID=Course11, difficult=3}
Course{ID=Course10, difficult=1}

List exam class: 60
ExamClass{examClassID=ExamClass22, course=Course22, enrollmentList=[Student649, Student669, Student680, Student692, Student697, Student698, Student706, Student712, Student714, Student718, Student727, Student728, Student729, Student731, Student732, Student733, Student735, Student739, Student741, Student743, Student744, Student747, Student751, Student754, Student755, Student759, Student760, Student765, Student769, Student770, Student771, Student774, Student778, Student779, Student780, Student783, Student787, Student788, Student789, Student790, Student792, Student793, Student795, Student797, Student799, Student800, Student802, Student803, Student807, Student809, Student810, Student811, Student812, Student815, Student816, Student818, Student819, Student820, Student824, Student827, Student830, Student831, Student833, Student834, Student837, Student838, Student840, Student843, Student850, Student853, Student854, Student856, Student858, Student859, Student861]}
ExamClass{examClassID=ExamClass11, course=Course11, enrollmentList=[Student282, Student296, Student299, Student306, Student313, Student324, Student328, Student329, Student331, Student345, Student354, Student356, Student358, Student359, Student360, Student363, Student365, Student368, Student370, Student372, Student373, Student375, Student377, Student380, Student385, Student389, Student394, Student395, Student396, Student397, Student402, Student403, Student404, Student407, Student408, Student409, Student411, Student414, Student415, Student418, Student419, Student422, Student423, Student424, Student425, Student426, Student428, Student429, Student431, Student432, Student433, Student434, Student435, Student437, Student438, Student443, Student445, Student447, Student448, Student449, Student450, Student452, Student453, Student456, Student462, Student467, Student468, Student469, Student473, Student474, Student475, Student477, Student478, Student480, Student485]}
ExamClass{examClassID=ExamClass55, course=Course26, enrollmentList=[Student796, Student805, Student813, Student818, Student822, Student834, Student840, Student842, Student844, Student846, Student847, Student848, Student854, Student857, Student860, Student861, Student864, Student866, Student867, Student869, Student871, Student875, Student877, Student878, Student883, Student886, Student888, Student889, Student891, Student894, Student896, Student897, Student898, Student901, Student902, Student905, Student907, Student908, Student909, Student910, Student911, Student913, Student914, Student916, Student917, Student918, Student922, Student924, Student931, Student932, Student933, Student934, Student935, Student936, Student938, Student945, Student946, Student949, Student951, Student952, Student954, Student955, Student957, Student958, Student959, Student960, Student961, Student963, Student964, Student965, Student968, Student969, Student970, Student971, Student972]}
ExamClass{examClassID=ExamClass10, course=Course10, enrollmentList=[Student241, Student256, Student260, Student268, Student271, Student274, Student277, Student287, Student289, Student291, Student294, Student302, Student303, Student306, Student312, Student316, Student320, Student321, Student327, Student334, Student335, Student343, Student350, Student354, Student358, Student363, Student367, Student368, Student370, Student371, Student375, Student376, Student377, Student380, Student382, Student383, Student384, Student385, Student386, Student387, Student388, Student392, Student397, Student398, Student399, Student400, Student401, Student403, Student408, Student410, Student411, Student413, Student415, Student416, Student419, Student420, Student421, Student422, Student423, Student426, Student427, Student430, Student432, Student433, Student437, Student439, Student444, Student446, Student447, Student450, Student452, Student454, Student456, Student458, Student460]}
ExamClass{examClassID=ExamClass54, course=Course25, enrollmentList=[Student753, Student782, Student789, Student790, Student801, Student808, Student810, Student813, Student814, Student817, Student820, Student822, Student838, Student839, Student845, Student846, Student848, Student849, Student852, Student854, Student860, Student863, Student864, Student866, Student867, Student868, Student870, Student872, Student874, Student875, Student876, Student877, Student879, Student881, Student882, Student884, Student886, Student889, Student890, Student893, Student894, Student896, Student897, Student898, Student900, Student901, Student903, Student904, Student905, Student906, Student907, Student908, Student910, Student912, Student913, Student914, Student916, Student920, Student921, Student923, Student925, Student926, Student930, Student934, Student935, Student936, Student938, Student939, Student940, Student941, Student943, Student944, Student945, Student948, Student949]}
ExamClass{examClassID=ExamClass13, course=Course13, enrollmentList=[Student365, Student384, Student394, Student397, Student398, Student400, Student403, Student406, Student407, Student421, Student422, Student428, Student429, Student434, Student435, Student444, Student445, Student451, Student452, Student454, Student455, Student457, Student461, Student467, Student468, Student469, Student470, Student472, Student473, Student477, Student479, Student480, Student481, Student483, Student484, Student486, Student492, Student497, Student498, Student499, Student500, Student505, Student506, Student509, Student510, Student511, Student512, Student514, Student515, Student516, Student518, Student519, Student521, Student523, Student524, Student528, Student530, Student534, Student535, Student536, Student537, Student538, Student540, Student542, Student543, Student545, Student546, Student547, Student548, Student549, Student550, Student551, Student554, Student556, Student558]}
ExamClass{examClassID=ExamClass57, course=Course28, enrollmentList=[Student864, Student870, Student882, Student885, Student887, Student889, Student891, Student894, Student908, Student911, Student920, Student921, Student925, Student929, Student933, Student934, Student935, Student936, Student938, Student944, Student948, Student952, Student954, Student955, Student963, Student964, Student965, Student966, Student968, Student969, Student970, Student972, Student973, Student975, Student977, Student978, Student980, Student981, Student983, Student984, Student985, Student987, Student988, Student989, Student990, Student991, Student992, Student993, Student994, Student997, Student998, Student999]}
ExamClass{examClassID=ExamClass12, course=Course12, enrollmentList=[Student320, Student328, Student342, Student362, Student365, Student370, Student372, Student384, Student385, Student386, Student389, Student394, Student395, Student398, Student400, Student402, Student405, Student409, Student410, Student412, Student414, Student418, Student420, Student421, Student422, Student423, Student425, Student426, Student427, Student431, Student433, Student434, Student435, Student441, Student442, Student446, Student447, Student449, Student450, Student451, Student452, Student455, Student457, Student458, Student461, Student462, Student463, Student465, Student466, Student467, Student469, Student470, Student472, Student473, Student475, Student477, Student478, Student479, Student480, Student483, Student485, Student489, Student491, Student492, Student493, Student494, Student496, Student497, Student498, Student499, Student501, Student502, Student503, Student504, Student506]}
ExamClass{examClassID=ExamClass56, course=Course27, enrollmentList=[Student822, Student842, Student844, Student847, Student848, Student854, Student856, Student864, Student866, Student893, Student896, Student897, Student908, Student909, Student912, Student913, Student914, Student915, Student916, Student917, Student918, Student924, Student925, Student926, Student929, Student935, Student936, Student938, Student940, Student941, Student942, Student947, Student949, Student950, Student951, Student952, Student958, Student959, Student960, Student962, Student963, Student965, Student967, Student968, Student969, Student970, Student971, Student972, Student973, Student974, Student975, Student976, Student977, Student978, Student979, Student980, Student981, Student982, Student983, Student984, Student985, Student986, Student987, Student988, Student989, Student990, Student991, Student992, Student993, Student994, Student995, Student996, Student997, Student998, Student999]}
ExamClass{examClassID=ExamClass15, course=Course15, enrollmentList=[Student423, Student434, Student444, Student456, Student457, Student468, Student469, Student470, Student473, Student476, Student478, Student482, Student491, Student494, Student495, Student496, Student498, Student500, Student501, Student502, Student505, Student506, Student507, Student509, Student511, Student513, Student514, Student515, Student520, Student522, Student525, Student526, Student527, Student529, Student530, Student531, Student532, Student533, Student534, Student535, Student537, Student539, Student541, Student542, Student543, Student546, Student547, Student548, Student550, Student552, Student553, Student555, Student556, Student558, Student559, Student560, Student562, Student568, Student571, Student572, Student574, Student575, Student577, Student578, Student579, Student583, Student585, Student589, Student590, Student591, Student593, Student599, Student600, Student602, Student603]}
ExamClass{examClassID=ExamClass59, course=Course1, enrollmentList=[Student2, Student3, Student12, Student16, Student18, Student23, Student26, Student27, Student30, Student31, Student33, Student34, Student38, Student40, Student42, Student43, Student46, Student47, Student48, Student56, Student57, Student64, Student69, Student72, Student73, Student80, Student85, Student87, Student90, Student92, Student95, Student98, Student99, Student100, Student102, Student105, Student107, Student109, Student111, Student113, Student119, Student120, Student125, Student126, Student130, Student133, Student134, Student135, Student137, Student138, Student141, Student144, Student145, Student147, Student148, Student156, Student157, Student161, Student163, Student170, Student175, Student176, Student177, Student182, Student187, Student189, Student190, Student191, Student196, Student198, Student200, Student201, Student203, Student204, Student206]}
ExamClass{examClassID=ExamClass14, course=Course14, enrollmentList=[Student394, Student402, Student434, Student448, Student454, Student455, Student459, Student463, Student464, Student468, Student472, Student475, Student476, Student478, Student479, Student481, Student486, Student488, Student492, Student496, Student498, Student500, Student504, Student508, Student510, Student512, Student514, Student515, Student519, Student520, Student521, Student524, Student529, Student532, Student533, Student535, Student538, Student540, Student543, Student544, Student546, Student547, Student548, Student549, Student551, Student558, Student559, Student561, Student562, Student563, Student566, Student567, Student568, Student569, Student570, Student573, Student577, Student578, Student580, Student581, Student585, Student588, Student590, Student592, Student593, Student594, Student596, Student598, Student599, Student601, Student602, Student603, Student604, Student605, Student606]}
ExamClass{examClassID=ExamClass58, course=Course0, enrollmentList=[Student2, Student3, Student6, Student7, Student10, Student17, Student18, Student20, Student21, Student25, Student26, Student28, Student30, Student33, Student35, Student36, Student37, Student38, Student43, Student46, Student47, Student49, Student52, Student54, Student59, Student60, Student62, Student64, Student70, Student75, Student78, Student80, Student81, Student90, Student91, Student94, Student96, Student97, Student103, Student105, Student109, Student111, Student116, Student123, Student125, Student131, Student135, Student136, Student138, Student139, Student143, Student144, Student145, Student146, Student147, Student152, Student155, Student157, Student166, Student167, Student169, Student171, Student186, Student187, Student195, Student198, Student200, Student209, Student211, Student214, Student217, Student219, Student226, Student227, Student232]}
ExamClass{examClassID=ExamClass17, course=Course17, enrollmentList=[Student486, Student505, Student507, Student512, Student513, Student526, Student529, Student530, Student551, Student565, Student567, Student568, Student570, Student571, Student574, Student575, Student576, Student579, Student580, Student581, Student582, Student583, Student590, Student592, Student593, Student594, Student597, Student598, Student600, Student607, Student610, Student612, Student613, Student614, Student615, Student616, Student617, Student618, Student619, Student623, Student625, Student629, Student631, Student632, Student633, Student635, Student637, Student642, Student644, Student647, Student648, Student649, Student651, Student652, Student653, Student654, Student656, Student658, Student660, Student662, Student663, Student665, Student666, Student668, Student670, Student671, Student672, Student673, Student674, Student677, Student678, Student680, Student681, Student686, Student689]}
ExamClass{examClassID=ExamClass16, course=Course16, enrollmentList=[Student463, Student472, Student478, Student479, Student482, Student483, Student486, Student491, Student498, Student505, Student508, Student513, Student514, Student521, Student525, Student526, Student527, Student529, Student533, Student539, Student542, Student550, Student559, Student563, Student565, Student566, Student567, Student571, Student575, Student576, Student577, Student579, Student583, Student584, Student587, Student588, Student589, Student590, Student591, Student592, Student594, Student595, Student596, Student597, Student599, Student602, Student604, Student605, Student607, Student608, Student610, Student611, Student612, Student613, Student615, Student616, Student617, Student618, Student620, Student622, Student623, Student624, Student625, Student626, Student630, Student631, Student633, Student634, Student636, Student638, Student639, Student640, Student645, Student646, Student647]}
ExamClass{examClassID=ExamClass51, course=Course22, enrollmentList=[Student665, Student678, Student695, Student696, Student701, Student705, Student707, Student711, Student716, Student717, Student719, Student720, Student722, Student725, Student734, Student736, Student737, Student740, Student745, Student746, Student749, Student750, Student752, Student753, Student756, Student757, Student758, Student761, Student763, Student764, Student767, Student768, Student772, Student775, Student776, Student777, Student781, Student782, Student784, Student785, Student786, Student791, Student794, Student796, Student798, Student801, Student804, Student805, Student806, Student808, Student813, Student814, Student817, Student821, Student822, Student823, Student825, Student826, Student828, Student829, Student832, Student835, Student836, Student839, Student841, Student842, Student844, Student845, Student846, Student847, Student848, Student849, Student851, Student852, Student855]}
ExamClass{examClassID=ExamClass50, course=Course21, enrollmentList=[Student616, Student630, Student631, Student635, Student651, Student653, Student656, Student657, Student658, Student665, Student669, Student671, Student677, Student679, Student680, Student696, Student698, Student699, Student701, Student703, Student708, Student712, Student714, Student716, Student719, Student722, Student723, Student724, Student728, Student730, Student731, Student732, Student733, Student734, Student736, Student738, Student743, Student744, Student746, Student750, Student751, Student752, Student753, Student755, Student756, Student759, Student763, Student764, Student765, Student766, Student768, Student770, Student771, Student774, Student776, Student777, Student779, Student780, Student782, Student784, Student785, Student786, Student788, Student796, Student797, Student799, Student800, Student803, Student804, Student805, Student807, Student808, Student812, Student813, Student814]}
ExamClass{examClassID=ExamClass53, course=Course24, enrollmentList=[Student725, Student752, Student758, Student764, Student765, Student768, Student776, Student782, Student783, Student786, Student788, Student789, Student790, Student794, Student796, Student798, Student806, Student817, Student820, Student821, Student825, Student829, Student831, Student836, Student837, Student838, Student841, Student842, Student843, Student844, Student847, Student849, Student851, Student856, Student858, Student859, Student862, Student864, Student868, Student870, Student872, Student874, Student879, Student881, Student882, Student884, Student886, Student888, Student889, Student894, Student896, Student897, Student899, Student900, Student901, Student903, Student905, Student906, Student908, Student912, Student913, Student914, Student915, Student916, Student919, Student920, Student921, Student923, Student924, Student925, Student926, Student927, Student929, Student931, Student932]}
ExamClass{examClassID=ExamClass52, course=Course23, enrollmentList=[Student696, Student697, Student714, Student720, Student727, Student728, Student737, Student740, Student741, Student749, Student753, Student758, Student760, Student776, Student778, Student786, Student790, Student792, Student798, Student801, Student803, Student805, Student807, Student809, Student810, Student811, Student812, Student815, Student818, Student821, Student824, Student825, Student827, Student829, Student833, Student834, Student836, Student837, Student838, Student839, Student840, Student841, Student842, Student844, Student846, Student849, Student856, Student857, Student859, Student862, Student866, Student867, Student868, Student869, Student873, Student878, Student879, Student881, Student883, Student884, Student885, Student886, Student888, Student890, Student891, Student892, Student895, Student897, Student898, Student899, Student901, Student903, Student906, Student907, Student908]}
ExamClass{examClassID=ExamClass44, course=Course15, enrollmentList=[Student429, Student454, Student463, Student464, Student465, Student472, Student477, Student479, Student483, Student486, Student488, Student492, Student497, Student499, Student503, Student504, Student508, Student510, Student512, Student516, Student517, Student518, Student521, Student536, Student538, Student540, Student544, Student545, Student549, Student551, Student554, Student557, Student561, Student563, Student564, Student565, Student566, Student567, Student569, Student570, Student573, Student576, Student580, Student581, Student582, Student584, Student586, Student587, Student588, Student592, Student594, Student595, Student596, Student597, Student598, Student601, Student605, Student607, Student609, Student612, Student613, Student614, Student617, Student619, Student620, Student623, Student628, Student629, Student632, Student636, Student637, Student639, Student640, Student641, Student642]}
ExamClass{examClassID=ExamClass43, course=Course14, enrollmentList=[Student395, Student399, Student406, Student407, Student410, Student419, Student423, Student427, Student429, Student444, Student447, Student451, Student452, Student456, Student457, Student465, Student469, Student470, Student471, Student473, Student477, Student482, Student483, Student487, Student489, Student490, Student491, Student493, Student494, Student495, Student497, Student499, Student501, Student502, Student503, Student505, Student506, Student507, Student509, Student511, Student513, Student516, Student517, Student518, Student522, Student523, Student525, Student526, Student527, Student528, Student530, Student531, Student534, Student536, Student537, Student539, Student541, Student542, Student545, Student550, Student552, Student553, Student554, Student555, Student556, Student557, Student560, Student564, Student565, Student571, Student572, Student574, Student575, Student576, Student579]}
ExamClass{examClassID=ExamClass46, course=Course17, enrollmentList=[Student500, Student501, Student506, Student514, Student525, Student527, Student539, Student540, Student542, Student553, Student558, Student559, Student572, Student577, Student578, Student584, Student586, Student587, Student588, Student589, Student591, Student595, Student599, Student601, Student602, Student604, Student606, Student608, Student609, Student611, Student620, Student621, Student622, Student624, Student626, Student627, Student628, Student630, Student634, Student636, Student638, Student639, Student640, Student641, Student643, Student645, Student646, Student650, Student655, Student657, Student659, Student661, Student664, Student667, Student669, Student675, Student676, Student679, Student682, Student683, Student684, Student685, Student687, Student688, Student690, Student691, Student693, Student694, Student698, Student700, Student703, Student704, Student705, Student707, Student708]}
